FrameNumber,ObjectID,X,Y,Width,Height,Confidence,Class
000004,63,497,538,33,101,0.28423216938972473,1
000005,64,957,544,88,71,0.8342094421386719,3
000005,65,1085,540,119,115,0.786224365234375,3
000005,66,1637,559,60,126,0.7831149697303772,1
000005,67,1381,512,36,114,0.7115368247032166,1
000005,68,1459,494,33,91,0.6854639649391174,1
000005,69,78,711,40,106,0.6612667441368103,1
000005,70,495,531,41,105,0.6533782482147217,1
000005,71,1550,564,49,118,0.5975748896598816,1
000005,72,537,541,33,92,0.4592973589897156,1
000005,73,159,578,44,148,0.4491104483604431,1
000005,74,1500,512,27,79,0.3927815854549408,1
000005,75,1851,780,34,99,0.3861713111400604,11
000005,76,701,444,17,19,0.3092500865459442,10
000005,77,1495,502,30,85,0.2517806887626648,1
000006,78,959,557,86,68,0.7885585427284241,3
000006,79,1388,526,35,107,0.673073410987854,1
000006,80,1087,549,112,115,0.6634858250617981,3
000006,81,1645,570,62,131,0.6558674573898315,1
000006,82,1464,506,28,89,0.5952932238578796,1
000006,83,496,545,37,105,0.5549910664558411,1
000006,84,144,590,55,152,0.5544958710670471,1
000006,85,1507,521,25,82,0.4969964325428009,1
000006,86,239,613,46,133,0.4849020838737488,1
000006,87,1088,581,109,85,0.48261648416519165,3
000006,88,537,556,34,91,0.4277242422103882,1
000006,89,66,730,41,106,0.2949983477592468,1
000006,90,1561,576,50,118,0.2546203136444092,1
000006,91,701,462,17,26,0.25086677074432373,10
000007,92,1652,565,60,132,0.8058808445930481,1
000007,93,1087,535,114,128,0.7604629993438721,3
000007,94,960,546,84,74,0.7204356789588928,3
000007,95,1564,570,49,122,0.6528440713882446,1
000007,96,493,534,39,114,0.5963720083236694,1
000007,97,1389,519,34,108,0.5630552172660828,1
000007,98,134,589,53,153,0.5600705742835999,1
000007,99,1466,500,29,89,0.5505197048187256,1
000007,100,1508,507,27,90,0.5442352890968323,1
000007,101,55,733,39,107,0.3819392919540405,1
000007,102,236,618,44,127,0.3750765919685364,1
000007,103,534,543,32,99,0.3390342593193054,1
000008,104,959,556,89,71,0.8152009844779968,3
000008,105,1660,579,62,127,0.771605372428894,1
000008,106,1090,554,115,116,0.7266241312026978,3
000008,107,1395,530,33,104,0.664116382598877,1
000008,108,1511,520,26,84,0.6281066536903381,1
000008,109,1571,584,52,117,0.6255190372467041,1
000008,110,1468,510,29,86,0.6093798875808716,1
000008,111,491,547,39,104,0.5812227725982666,1
000008,112,33,743,46,107,0.5637708306312561,1
000008,113,229,616,41,136,0.5320202708244324,1
000008,114,532,551,34,98,0.5233117341995239,1
000008,115,117,595,60,153,0.4789501130580902,1
000008,116,110,624,60,127,0.34952765703201294,1
000008,117,677,531,29,75,0.34711915254592896,1
000008,118,700,461,17,26,0.2532004714012146,10
000009,119,1666,584,64,131,0.7716472148895264,1
000009,120,1089,552,119,124,0.7714564204216003,3
000009,121,959,559,89,69,0.7668417692184448,3
000009,122,1396,533,34,105,0.6791619062423706,1
000009,123,1513,523,30,85,0.6700992584228516,1
000009,124,14,742,47,109,0.6231836676597595,1
000009,125,219,612,43,137,0.6106941103935242,1
000009,126,1469,513,30,87,0.5556672811508179,1
000009,127,111,590,59,156,0.5192502737045288,1
000009,128,490,547,37,101,0.5111069083213806,1
000009,129,1579,585,47,125,0.47151392698287964,1
000009,130,529,552,35,96,0.45654186606407166,1
000009,131,104,623,61,125,0.3855269253253937,1
000009,132,676,531,30,75,0.37623918056488037,1
000010,133,959,560,88,71,0.8104196190834045,3
000010,134,1089,560,125,121,0.8027598857879639,3
000010,135,1672,601,62,127,0.7919139266014099,1
000010,136,1581,598,51,127,0.7261347770690918,1
000010,137,0,728,48,116,0.6984290480613708,1
000010,138,1397,543,36,105,0.6711491346359253,1
000010,139,527,544,34,99,0.62718665599823,1
000010,140,488,542,37,101,0.5734485983848572,1
000010,141,207,607,45,134,0.5650001168251038,1
000010,142,1471,526,31,85,0.4977559745311737,1
000010,143,1513,548,32,73,0.4947853088378906,1
000010,144,103,574,50,163,0.37483304738998413,1
000010,145,1510,530,32,87,0.2955641746520996,1
000010,146,88,614,58,125,0.2524428069591522,1
000011,147,959,556,91,72,0.8148636221885681,3
000011,148,1680,582,64,132,0.8113885521888733,1
000011,149,1092,553,124,123,0.793308675289154,3
000011,150,1399,529,37,107,0.7151081562042236,1
000011,151,1592,585,49,126,0.6967315673828125,1
000011,152,85,591,60,168,0.6093165278434753,1
000011,153,196,601,51,155,0.5889846086502075,1
000011,154,484,542,38,108,0.52094566822052,1
000011,155,527,552,34,98,0.4738827049732208,1
000011,156,1476,514,30,85,0.4633188247680664,1
000011,157,1013,536,121,63,0.4523504674434662,3
000011,158,480,517,35,135,0.41453269124031067,1
000011,159,1470,512,31,87,0.3201710283756256,1
000011,160,676,530,29,76,0.3185959458351135,1
000011,161,471,509,37,143,0.26696890592575073,1
000011,162,85,621,52,137,0.26547864079475403,1
000011,163,1516,534,30,72,0.2629240155220032,1
000012,164,960,558,88,75,0.8150210976600647,3
000012,165,1687,585,62,136,0.8068615794181824,1
000012,166,1093,560,126,119,0.7457019686698914,3
000012,167,1598,596,51,123,0.7432347536087036,1
000012,168,1405,536,33,103,0.7123342752456665,1
000012,169,188,601,52,159,0.6469957828521729,1
000012,170,75,596,59,161,0.6160194873809814,1
000012,171,481,528,38,126,0.5651803016662598,1
000012,172,1014,536,105,56,0.49429288506507874,3
000012,173,525,547,34,103,0.46438634395599365,1
000012,174,1533,547,19,67,0.4197607636451721,1
000012,175,643,535,30,73,0.3344707489013672,1
000012,176,467,507,41,149,0.329064279794693,1
000012,177,675,531,26,75,0.26756787300109863,1
000013,178,1696,589,61,134,0.7939589023590088,1
000013,179,1603,595,53,126,0.7939004898071289,1
000013,180,959,547,92,77,0.7217652797698975,3
000013,181,1406,528,36,109,0.7004214525222778,1
000013,182,1094,564,123,111,0.6580572128295898,3
000013,183,177,583,51,160,0.5423286557197571,1
000013,184,524,534,34,100,0.5417301058769226,1
000013,185,479,527,36,110,0.525145947933197,1
000013,186,1022,526,94,59,0.4519973397254944,3
000013,187,1479,514,31,85,0.3673051595687866,1
000013,188,68,571,55,170,0.35995182394981384,1
000013,189,1533,541,22,72,0.3478347659111023,1
000013,190,0,569,87,161,0.3395942151546478,3
000013,191,698,445,18,26,0.26409220695495605,10
000013,192,910,479,45,44,0.2519066333770752,3
000014,193,1702,581,61,136,0.7565521001815796,1
000014,194,959,558,90,68,0.7363033890724182,3
000014,195,1609,587,54,122,0.7122885584831238,1
000014,196,55,588,55,172,0.672808051109314,1
000014,197,1095,563,123,113,0.6649739742279053,3
000014,198,1408,529,34,105,0.6487923264503479,1
000014,199,480,547,34,98,0.5570060610771179,1
000014,200,519,537,38,109,0.5337411761283875,1
000014,201,979,528,127,64,0.4275151491165161,3
000014,202,1536,539,21,67,0.4187222123146057,1
000014,203,164,601,55,158,0.3546868562698364,1
000014,204,0,578,66,159,0.30577436089515686,3
000014,205,1477,512,32,76,0.2615416646003723,1
000015,206,1714,582,58,141,0.7729433178901672,1
000015,207,1620,594,50,125,0.7291940450668335,1
000015,208,958,553,93,73,0.7097194790840149,3
000015,209,1097,555,128,122,0.6809462308883667,3
000015,210,519,532,38,110,0.656110405921936,1
000015,211,1412,533,35,102,0.6014713048934937,1
000015,212,479,540,36,103,0.5917472839355469,1
000015,213,42,578,57,176,0.5152283906936646,1
000015,214,1532,514,34,96,0.4865288734436035,1
000015,215,137,594,71,181,0.44438186287879944,1
000015,216,156,597,53,163,0.4440700113773346,1
000015,217,0,577,54,162,0.3762963116168976,3
000015,218,1478,511,47,85,0.27339571714401245,1
000016,219,1627,595,53,129,0.8091959953308105,1
000016,220,1719,588,59,137,0.7706284523010254,1
000016,221,1098,553,127,127,0.7258196473121643,3
000016,222,1415,533,36,104,0.686570405960083,1
000016,223,960,559,92,68,0.6861652731895447,3
000016,224,478,536,36,107,0.6804736256599426,1
000016,225,30,581,55,176,0.5738078355789185,1
000016,226,517,543,34,100,0.5641883015632629,1
000016,227,981,523,93,53,0.46709689497947693,3
000016,228,139,604,55,156,0.4088878035545349,1
000016,229,1491,513,29,81,0.33837947249412537,1
000016,230,1537,535,32,77,0.3180023729801178,1
000016,231,917,527,74,50,0.3112032413482666,3
000016,232,1022,524,53,50,0.3059946596622467,3
000016,233,1531,516,40,94,0.2705094814300537,1
000017,234,1725,590,61,138,0.8008199334144592,1
000017,235,1635,589,55,135,0.7651025652885437,1
000017,236,1098,555,130,126,0.7402610778808594,3
000017,237,1417,531,37,110,0.7061491012573242,1
000017,238,476,548,36,98,0.7058221697807312,1
000017,239,959,559,94,69,0.6871548891067505,3
000017,240,517,546,34,101,0.5540897250175476,1
000017,241,124,599,55,172,0.5143749713897705,1
000017,242,24,590,49,177,0.3854127824306488,1
000017,243,903,523,124,56,0.31629833579063416,3
000017,244,901,525,80,53,0.2851690351963043,3
000018,245,960,552,93,76,0.8036532998085022,3
000018,246,1733,592,61,140,0.7685691118240356,1
000018,247,1099,554,131,125,0.7625234127044678,3
000018,248,1643,592,57,132,0.7321906089782715,1
000018,249,1419,528,40,115,0.7219703793525696,1
000018,250,474,544,39,101,0.7082401514053345,1
000018,251,3,591,58,183,0.5981029272079468,1
000018,252,887,518,141,60,0.4875713288784027,3
000018,253,514,546,36,100,0.4602365493774414,1
000018,254,115,598,55,173,0.37015870213508606,1
000018,255,886,526,99,50,0.3041315972805023,3
000018,256,1550,540,24,72,0.25470784306526184,1
000019,257,960,549,92,79,0.8225368857383728,3
000019,258,1742,592,63,142,0.8015509843826294,1
000019,259,1101,555,131,126,0.7624858617782593,3
000019,260,1651,591,59,136,0.7612852454185486,1
000019,261,472,540,39,105,0.7344295382499695,1
000019,262,1421,529,41,113,0.7133656144142151,1
000019,263,512,543,36,105,0.5869683027267456,1
000019,264,0,587,49,186,0.5512844920158386,1
000019,265,1557,536,23,77,0.48365896940231323,1
000020,266,960,555,92,76,0.8000848293304443,3
000020,267,1750,591,62,145,0.7671023607254028,1
000020,268,1657,592,58,136,0.7342731952667236,1
000020,269,1422,529,41,114,0.7206027507781982,1
000020,270,1102,556,129,128,0.7188463807106018,3
000020,271,0,596,38,185,0.6213820576667786,1
000020,272,508,549,37,101,0.5959683656692505,1
000020,273,472,542,39,108,0.5677769184112549,1
000020,274,1556,542,24,66,0.3274185359477997,1
000020,275,87,607,60,177,0.28896039724349976,1
000020,276,858,523,123,56,0.2510349750518799,3
000021,277,963,560,90,72,0.8211407661437988,3
000021,278,1759,598,62,141,0.8119495511054993,1
000021,279,1427,532,40,112,0.7314393520355225,1
000021,280,1103,560,126,126,0.708703339099884,3
000021,281,1666,597,52,136,0.7084366083145142,1
000021,282,505,552,38,99,0.6559067368507385,1
000021,283,468,549,34,99,0.6375845670700073,1
000021,284,854,524,115,55,0.4010063111782074,3
000021,285,0,601,27,180,0.2562994360923767,1
000022,286,1773,599,59,142,0.807392418384552,1
000022,287,963,563,90,71,0.7855498790740967,3
000022,288,1430,536,38,104,0.765720546245575,1
000022,289,1673,598,58,136,0.7552980780601501,1
000022,290,1103,559,130,128,0.6787741184234619,3
000022,291,464,544,41,109,0.6652668118476868,1
000022,292,503,547,39,106,0.6531403660774231,1
000022,293,852,530,108,49,0.3139459192752838,3
000022,294,670,529,21,75,0.30058372020721436,1
000022,295,1298,566,73,60,0.298507958650589,3
000022,296,1108,551,131,96,0.2813434898853302,3
000023,297,963,563,90,71,0.820349931716919,3
000023,298,1679,596,56,147,0.8041960597038269,1
000023,299,1779,601,64,143,0.8039302825927734,1
000023,300,1430,535,42,108,0.7621365189552307,1
000023,301,501,552,40,104,0.6705423593521118,1
000023,302,1104,557,133,130,0.5948107838630676,3
000023,303,464,549,37,106,0.5808805227279663,1
000023,304,667,529,26,76,0.42921292781829834,1
000023,305,1302,572,72,55,0.37486299872398376,3
000023,306,904,536,56,46,0.33048883080482483,3
000024,307,1790,594,64,149,0.851955771446228,1
000024,308,962,562,92,74,0.8362147808074951,3
000024,309,1688,599,56,143,0.8312827348709106,1
000024,310,1434,531,41,114,0.7613780498504639,1
000024,311,497,552,42,106,0.6908003091812134,1
000024,312,461,549,42,109,0.6604182720184326,1
000024,313,1107,560,133,128,0.623970091342926,3
000024,314,787,527,128,62,0.3988339900970459,3
000024,315,665,531,25,78,0.38556957244873047,1
000024,316,1521,519,36,78,0.35932236909866333,1
000024,317,1514,523,38,75,0.3011106848716736,1
000024,318,901,535,43,47,0.28788626194000244,3
000024,319,1304,569,72,59,0.2588290870189667,3
000025,320,1798,600,65,153,0.8650414347648621,1
000025,321,1694,608,61,144,0.8007393479347229,1
000025,322,961,567,96,73,0.7972326874732971,3
000025,323,1437,535,42,116,0.7921591997146606,1
000025,324,497,554,41,106,0.6786412000656128,1
000025,325,457,550,44,110,0.6472440361976624,1
000025,326,1107,564,137,133,0.6005095839500427,3
000025,327,776,533,139,60,0.456073135137558,3
000025,328,1524,521,30,84,0.4047469198703766,1
000025,329,1578,547,23,74,0.36548304557800293,1
000025,330,1097,492,29,25,0.2920738458633423,3
000025,331,669,537,22,74,0.27735432982444763,1
000025,332,679,457,17,40,0.25986769795417786,10
000025,333,813,532,115,59,0.2552088499069214,3
000026,334,960,568,98,74,0.8207708597183228,3
000026,335,1805,604,71,153,0.8015238642692566,1
000026,336,1702,610,62,152,0.7918557524681091,1
000026,337,494,558,43,103,0.7067919373512268,1
000026,338,1441,539,40,111,0.7003293037414551,1
000026,339,1106,566,142,134,0.6759979724884033,3
000026,340,455,546,43,114,0.5894697904586792,1
000026,341,859,537,55,50,0.4145207405090332,3
000026,342,679,457,18,39,0.3825928866863251,10
000026,343,1096,492,33,25,0.34353652596473694,3
000026,344,669,539,21,73,0.29689833521842957,1
000026,345,1306,575,78,65,0.2649056613445282,3
000026,346,1484,543,41,45,0.2559584379196167,3
000027,347,1709,615,60,149,0.8484443426132202,1
000027,348,1815,611,70,154,0.8248047828674316,1
000027,349,961,571,100,75,0.811249852180481,3
000027,350,1441,541,46,113,0.793273389339447,1
000027,351,1107,568,142,136,0.7016017436981201,3
000027,352,455,552,43,112,0.6736456751823425,1
000027,353,492,559,45,107,0.6649826169013977,1
000027,354,1529,522,33,85,0.5389887094497681,1
000027,355,761,539,132,54,0.4586368799209595,3
000027,356,680,459,15,42,0.42544427514076233,10
000027,357,1095,492,39,27,0.39268696308135986,3
000027,358,1584,519,26,102,0.30591362714767456,1
000027,359,1308,582,71,56,0.2949327528476715,4
000027,360,1308,581,68,56,0.2914358675479889,3
000028,361,1822,610,70,157,0.8327244520187378,1
000028,362,1718,618,62,151,0.7918646335601807,1
000028,363,961,573,101,75,0.7777084708213806,3
000028,364,1107,565,144,140,0.7566177845001221,3
000028,365,1447,543,42,115,0.7397032976150513,1
000028,366,678,459,17,45,0.5912819504737854,10
000028,367,491,564,43,104,0.5788072347640991,1
000028,368,1532,521,33,89,0.5357186794281006,1
000028,369,452,555,42,110,0.533978283405304,1
000028,370,1311,578,73,63,0.48241186141967773,4
000028,371,1588,527,25,99,0.460752934217453,1
000028,372,836,541,45,51,0.32017382979393005,3
000028,373,779,538,102,54,0.26290255784988403,3
000028,374,623,549,25,71,0.2518672049045563,1
000029,375,1831,621,73,160,0.8588812351226807,1
000029,376,961,576,103,76,0.8307480216026306,3
000029,377,1108,570,142,142,0.8133418560028076,3
000029,378,1725,623,63,157,0.7833066582679749,1
000029,379,1537,528,31,88,0.6826411485671997,1
000029,380,1449,549,40,118,0.6516494750976562,1
000029,381,678,459,18,45,0.6076685786247253,10
000029,382,488,563,44,105,0.5471559762954712,1
000029,383,776,538,84,55,0.5082752108573914,3
000029,384,449,561,41,105,0.4834268391132355,1
000029,385,1313,585,75,62,0.4134061634540558,4
000029,386,1591,542,26,81,0.2619897425174713,1
000030,387,1838,618,75,164,0.8488813638687134,1
000030,388,960,580,101,74,0.8170979619026184,3
000030,389,1108,572,144,141,0.7989210486412048,3
000030,390,1453,549,42,116,0.7189093232154846,1
000030,391,1538,524,33,93,0.6499866247177124,1
000030,392,445,563,39,114,0.6285016536712646,1
000030,393,1735,624,62,146,0.6167112588882446,1
000030,394,485,574,43,101,0.4940184950828552,1
000030,395,676,464,19,44,0.43454018235206604,10
000030,396,482,569,35,107,0.4020782709121704,1
000030,397,781,545,60,50,0.32198530435562134,3
000030,398,1315,589,77,61,0.31861892342567444,3
000030,399,1593,540,25,88,0.298113077878952,1
000030,400,1314,588,77,60,0.2760847210884094,4
000031,401,961,588,102,77,0.8528256416320801,3
000031,402,1113,578,144,149,0.801654040813446,3
000031,403,1748,630,60,146,0.7789888381958008,1
000031,404,1851,626,67,155,0.7273821234703064,1
000031,405,1455,551,47,123,0.6877477765083313,1
000031,406,444,575,40,114,0.6740263104438782,1
000031,407,1542,527,34,94,0.6256240010261536,1
000031,408,487,585,44,104,0.5950570702552795,1
000031,409,483,580,36,109,0.39464595913887024,1
000031,410,1591,522,24,49,0.3808605372905731,1
000031,411,1593,522,33,112,0.3708288371562958,1
000032,412,1754,633,63,155,0.8316034078598022,1
000032,413,963,588,98,72,0.801983654499054,3
000032,414,1114,577,142,147,0.7669442892074585,3
000032,415,1460,555,45,121,0.7455748915672302,1
000032,416,441,577,39,104,0.7131820321083069,1
000032,417,1858,634,61,153,0.6417735815048218,1
000032,418,1546,531,33,91,0.5933969616889954,1
000032,419,483,577,43,103,0.533024787902832,1
000032,420,1596,524,35,111,0.38044461607933044,1
000032,421,673,472,21,38,0.27611932158470154,10
000033,422,961,575,105,79,0.8526594042778015,3
000033,423,1113,566,143,148,0.7754771113395691,3
000033,424,1763,620,62,150,0.7496157884597778,1
000033,425,1870,618,49,170,0.7414543628692627,1
000033,426,436,561,41,111,0.6669379472732544,1
000033,427,1550,518,35,94,0.651334285736084,1
000033,428,1464,545,42,119,0.6062910556793213,1
000033,429,482,571,37,103,0.5245373249053955,1
000033,430,1320,583,78,62,0.47692179679870605,4
000033,431,1599,515,33,108,0.4308924973011017,1
000033,432,618,558,30,66,0.2782639265060425,1
000033,433,654,543,30,81,0.2515491545200348,1
000034,434,961,576,103,81,0.8351799845695496,3
000034,435,1774,622,66,155,0.7466557025909424,1
000034,436,436,561,38,116,0.6670511960983276,1
000034,437,1115,571,147,146,0.6637994647026062,3
000034,438,1554,520,33,94,0.6602582335472107,1
000034,439,1468,547,42,119,0.6560258865356445,1
000034,440,1878,616,41,170,0.6268623471260071,1
000034,441,478,543,41,136,0.5841855406761169,1
000034,442,1602,513,34,112,0.4969422519207001,1
000034,443,1343,538,97,62,0.4174945056438446,3
000034,444,618,558,28,71,0.3524409830570221,1
000034,445,1124,572,133,99,0.3090020418167114,3
000034,446,1324,584,83,65,0.2683497965335846,3
000034,447,667,547,107,50,0.2633373439311981,3
000034,448,648,550,30,75,0.2537481188774109,1
000035,449,961,573,108,77,0.7838821411132812,3
000035,450,1472,541,40,124,0.7297375798225403,1
000035,451,1783,617,71,162,0.7203635573387146,1
000035,452,1117,565,144,147,0.7200844883918762,3
000035,453,478,550,41,119,0.6337273120880127,1
000035,454,1561,520,31,88,0.5830960273742676,1
000035,455,435,550,40,119,0.5726646184921265,1
000035,456,1610,514,31,109,0.4802232086658478,1
000035,457,615,554,30,67,0.4220694303512573,1
000035,458,529,535,24,84,0.3616189658641815,1
000035,459,1370,542,58,53,0.3366440534591675,3
000035,460,1596,511,40,100,0.332344651222229,1
000035,461,1325,582,80,61,0.3168814778327942,4
000035,462,521,536,27,83,0.31514468789100647,1
000035,463,1325,580,82,66,0.29926007986068726,3
000035,464,1891,621,28,121,0.29209035634994507,1
000035,465,644,537,117,53,0.2851685881614685,3
000035,466,672,460,20,44,0.2740606665611267,10
000035,467,1337,538,43,37,0.2500201165676117,3
000036,468,962,570,107,79,0.8440200686454773,3
000036,469,1118,562,146,150,0.7784157991409302,3
000036,470,1792,618,74,168,0.7698168754577637,1
000036,471,1478,540,40,125,0.6263912916183472,1
000036,472,474,544,43,125,0.5762661099433899,1
000036,473,613,552,29,68,0.4440383315086365,1
000036,474,527,536,26,82,0.4111942946910858,1
000036,475,1564,512,33,96,0.4034063220024109,1
000036,476,640,537,37,83,0.3754933476448059,1
000036,477,668,456,22,46,0.36690977215766907,10
000036,478,520,537,29,80,0.3581644296646118,1
000036,479,1337,538,107,54,0.3343116343021393,3
000036,480,434,553,37,112,0.32320931553840637,1
000036,481,1558,509,33,97,0.2569519281387329,1
000037,482,961,567,108,80,0.8651599287986755,3
000037,483,1800,620,76,171,0.7795084118843079,1
000037,484,1118,560,147,151,0.7636963725090027,3
000037,485,1481,539,40,123,0.7029954195022583,1
000037,486,471,543,44,121,0.5405077338218689,1
000037,487,1570,507,34,101,0.4774457812309265,1
000037,488,431,545,34,116,0.3983161449432373,1
000037,489,1626,547,23,74,0.3460593521595001,1
000037,490,662,447,27,32,0.33391040563583374,10
000037,491,639,537,38,79,0.32667985558509827,1
000037,492,1328,580,77,58,0.31665319204330444,4
000037,493,611,552,30,64,0.3097086548805237,1
000037,494,662,448,28,45,0.2879660129547119,10
000037,495,529,534,25,80,0.2830498218536377,1
000037,496,523,533,25,80,0.263410747051239,1
000038,497,1810,616,80,176,0.8711081147193909,1
000038,498,962,563,107,83,0.8209159970283508,3
000038,499,1119,557,152,156,0.7698284983634949,3
000038,500,1484,535,41,125,0.71077561378479,1
000038,501,1576,501,37,102,0.5444140434265137,1
000038,502,427,535,40,130,0.5279126763343811,1
000038,503,662,446,26,44,0.4840081036090851,10
000038,504,466,534,47,130,0.4731351137161255,1
000038,505,1630,544,21,72,0.37926629185676575,1
000038,506,1005,487,24,30,0.3519144356250763,3
000038,507,1303,525,81,46,0.3392961621284485,3
000038,508,609,548,32,69,0.30424612760543823,1
000039,509,1822,625,77,175,0.8885166049003601,1
000039,510,963,563,106,81,0.8304610848426819,3
000039,511,1123,558,152,154,0.769656777381897,3
000039,512,1488,540,42,124,0.6364022493362427,1
000039,513,1578,509,38,98,0.6090095043182373,1
000039,514,662,440,25,47,0.5941896438598633,10
000039,515,638,528,41,82,0.48847776651382446,1
000039,516,471,529,43,127,0.4856073260307312,1
000039,517,424,536,40,122,0.4846658408641815,1
000039,518,611,540,30,71,0.41180184483528137,1
000039,519,1303,529,80,47,0.4060235917568207,3
000039,520,1634,546,23,76,0.28832510113716125,1
000040,521,962,562,108,84,0.849862277507782,3
000040,522,1835,625,75,178,0.8197795152664185,1
000040,523,1491,538,44,125,0.7547740340232849,1
000040,524,1124,558,154,155,0.7478481531143188,3
000040,525,641,530,36,81,0.5711784958839417,1
000040,526,465,538,43,121,0.5644909739494324,1
000040,527,423,534,41,125,0.5266599059104919,1
000040,528,658,440,28,49,0.48422157764434814,10
000040,529,1583,498,37,107,0.4098551571369171,1
000040,530,1300,526,91,43,0.37880465388298035,3
000040,531,1335,574,82,65,0.3641997277736664,4
000040,532,1005,489,24,25,0.3636862337589264,3
000040,533,461,532,38,127,0.29028967022895813,1
000040,534,608,538,33,76,0.2778046727180481,1
000041,535,962,564,109,82,0.8396362662315369,3
000041,536,1844,633,75,177,0.7926686406135559,1
000041,537,1126,559,153,157,0.7678507566452026,3
000041,538,1497,544,40,122,0.7258144021034241,1
000041,539,1588,501,38,106,0.6464639902114868,1
000041,540,464,542,43,116,0.6117265224456787,1
000041,541,645,528,32,81,0.5529552102088928,1
000041,542,423,536,39,123,0.5093640685081482,1
000041,543,1300,531,95,41,0.4871973693370819,3
000041,544,660,438,25,47,0.42850205302238464,10
000041,545,1336,579,78,61,0.35268551111221313,4
000041,546,1293,445,22,44,0.31364789605140686,10
000041,547,609,538,35,76,0.27590465545654297,1
000041,548,1005,489,24,24,0.25309282541275024,3
000042,549,964,567,107,81,0.84453284740448,3
000042,550,1128,565,153,155,0.7563321590423584,3
000042,551,1501,547,41,122,0.7250003814697266,1
000042,552,1592,505,40,103,0.7181382179260254,1
000042,553,1859,635,60,182,0.6495306491851807,1
000042,554,464,557,42,103,0.6101042032241821,1
000042,555,421,534,40,127,0.592086911201477,1
000042,556,648,530,28,81,0.506303071975708,1
000042,557,1340,577,79,67,0.427974671125412,2
000042,558,577,529,28,81,0.41181907057762146,1
000042,559,1303,532,59,36,0.38695648312568665,3
000042,560,611,535,34,81,0.372918963432312,1
000042,561,1295,445,22,47,0.3678604066371918,10
000042,562,1563,506,26,63,0.32651180028915405,1
000042,563,658,440,27,46,0.3176130950450897,10
000042,564,459,537,41,124,0.28645023703575134,1
000042,565,602,532,20,81,0.2536499500274658,1
000042,566,1339,577,80,67,0.2500661015510559,4
000043,567,961,569,112,83,0.8544238805770874,3
000043,568,1128,566,155,156,0.7063536643981934,3
000043,569,414,530,47,138,0.6740504503250122,1
000043,570,1505,549,41,122,0.662023663520813,1
